Bangla Text, Equation
 The value of the square root of two hundred thirty eight is fifteen decimal four two seven, √x=y
 Five people sit on a bench. Forty-five people will need nine benches, x/y=z
 The square root of two hundred forty nine is not fifteen decimal four five, √x=y
There are fifteen biscuits. We will divide these biscuits among three children. Each child will get five biscuits, x/y=z
 The value of the square root of two hundred forty is not fifteen decimal four, √x=y
" We will distribute fifteen biscuits among some children, such that each child gets three biscuits. Five children can get the biscuits", x/y=z
"When twelve biscuits are divided equally among three children, each child gets four biscuits.", x/y=z
 The value of the square root of two hundred forty one is fifteen decimal five two four, √x=y
" There are eighteen chocolates. If these chocolates are divided equally among six children, each child will get three chocolates", x/y=z
 classroom has ten benches. Five students can sit on a bench. A total of fifty students can sit in the classroom,xy=z
 Dad walks for four hours every day. He walked twenty-eight hours in seven days,xy=z
 The value of the square root of two hundred forty two is fifteen decimal five five six, √x=y
 Ujjwal wants to buy four books. Each book is priced at Rs. He will need eighty four rupees to buy books,xy=z
Raju's father works twelve hours a day. If he works for three days then thirty six hours work will be done,xy=z
 The square root of two hundred forty three is fifteen decimal five eight, √x=y
 Rahim wants to buy three fairy tale books. The price of each book is thirty rupees. He will need ninety rupees to buy books,xy=z
 A human has a total of ten fingers on both hands. Such a tight man has eighty fingers on his hand,xy=z
The square root of two hundred forty four is fifteen decimal six two zeros, √x=y
 Two pencils and a notebook will be awarded to the students standing first in the annual examination of each class. Fifteen pencils and notebooks will be required for five classes,xy=z
 The square root of two hundred forty-five is fifteen decimal six five two, √x=y
 Each basket holds nine loaves. Four such baskets can hold thirty-six loaves of bread,xy=z
The value of the square root of two hundred forty six is fifteen decimal six eight four, √x=y
 The value of the square root of two hundred forty seven is fifteen decimal seven one, √x=y
 Rafiq reads nine pages of a book in one day. He read fifty-four pages in seven days,xy=z
 The value of the square root of two hundred forty eight is fifteen decimal seven four, √x=y
 Each of the four boxes contains a bar of chocolate. There are thirty two chocolates,xy=z
 The square root of two hundred fifty nine is fifteen decimal seven seven, √x=y
"In a classroom each group consists of tightly packed students. If there are six groups, there will be forty-eight students",xy=z
 A car has four wheels. Five cars require twenty wheels,xy=z
 The value of the square root of two hundred fifty is fifteen decimal eight one, √x=y
 A rickshaw has three wheels. Five rickshaws together have fifteen wheels,xy=z
Three guavas can be arranged in a dish. Twelve guavas are required to decorate four dishes,xy=z
 The value of the square root of two hundred fifty one is fifteen decimal eight four two, √x=y
 There are five litchis in each of the six dishes. There are thirty litchis altogether,xy=z
 A shopkeeper puts five tomatoes in each of four dishes. There are twenty tomatoes in total,xy=z
"Akash had twenty four rupees. As his father gave him some money, he had fifty eight rupees. His father gave thirty-four rupees", xy=z
 The value of the square root of two hundred and fifty two is fifteen decimal eight seven four, √x=y
 The square root of two hundred fifty three is fifteen decimal nine zero five, √x=y
 There were 30 colored pencils at home and Bulu took a handful of pencils to school. There are now twenty-two colored pencils in the house., xy=z
"Children were playing in the school grounds. Later thirty-eight more children came to the field. As a result, there were eighty-six children in the field. At first forty-eight children were playing", xy=z
 The square root of two hundred fifty-four is fifteen decimal nine three seven, √x=y
" Tariq went to market to sell mangoes. After selling thirty-five mangoes, he was left with seventeen mangoes. He brought fifty two mangoes to the market", x + y = z
There were some mangoes in a bag. Later five more mangoes were kept in the bag. There are twelve mangoes in the bag. At first there were seven mangoes in the bag, xy=z
 We had some apples. After selling five of these we now have seven apples. First we had twelve apples, x + y = z
 Sohag went to the market with eighty five rupees. He spent fifty-three rupees. He was left with thirty two rupees, xy=z
There are forty eight students in a class room and twenty six of them are students. There are twenty two students, xy=z
 There are forty five mango trees in a garden. Thirty-nine of the trees bore mangoes. Sixteen trees have yet to bear mangoes, xy=z
 Sayla had a ten rupee note in the tight one with eighty rupees. He gave Maina thirty rupees in three ten rupee notes. Sayla was left with fifty rupees, xy=z
Rumi has seventy five marbles and Raju has forty seven marbles. Raju has twenty eight marbles less than Rumi, xy=z
 Mahir has twenty three story books. Apoorva has seventeen story books. Apurba has six books less than Mahir, xy=z
 Mahir has twenty three story books. Apoorva has eighteen story books. Apurva has five books less than Mahir, xy=z
 Jhumu is eight years older than Rumur. Jhum is twenty four years old. Rumu is thirty two years old, x + y = z
Ratan is eighth from the back in the children's line. He has nine more children ahead of him. There are seventeen children in line, x + y = z
 Akash is reading a book. Now he is reading the ninth page and there are seven more pages in the book. The book has a total of sixteen pages, x + y = z
 The value of the square root of two hundred fifty five is fifteen decimal nine six, √x=y
The square root of two hundred and fifty-six is sixteen, √x=y
 The value of the square root of two hundred and fifty seven is sixteen decimal zero three one, √x=y
 The square root of two hundred and fifty eight is sixteen decimal zero six two, √x=y
The square root of two hundred and sixty nine is sixteen decimal zero nine three, √x=y
 The square root of two hundred sixty is sixteen decimal one two four, √x=y
 The square root of two hundred sixty one is sixteen decimal one five, √x=y
 The square root of two hundred sixty two is sixteen decimal one eight six, √x=y
 The square root of two hundred sixty three is sixteen decimal two one seven, √x=y
 The square root of two hundred sixty four is sixteen decimal two four, √x=y
 The square root of two hundred sixty five is sixteen decimal two seven, √x=y
The square root of two hundred sixty six is sixteen decimal three zeros, √x=y
 Six hundred and fifty-one multiplied by fifty-one will be thirty-three thousand two hundred and one.,xy=z
 Six hundred and fifty-two multiplied by fifty-two will be thirty-three thousand nine hundred and four.,xy=z
 The square root of two hundred sixty seven is sixteen decimal three four, √x=y
