Bangla Text,Equation
একশ ঊনপঞ্চাশের বর্গমূলের মান বারো দশমিক দুই শূন্য ছয়,√x=y
ছয়শত আঠারো এর সাথে আঠারো গুন করলে এগার হাজার একশত চব্বিশ হবে।,xy=z
একশ পঞ্চাশের বর্গমূলের মান বারো দশমিক দুই চার সাত,√x=y
ছয়শত ঊনিশ এর সাথে ঊনিশ গুন করলে এগার হাজার সাতশত একষট্রি হবে।,xy=z
ছয়শত বিশ এর সাথে বিশ গুন করলে বারো হাজার চারশত হবে।,xy=z
একশ একান্নর বর্গমূলের মান বারো দশমিক দুই আট আট,√x=y
ছয়শত একুশ এর সাথে একুশ গুন করলে তের হাজার একচল্লিশ হবে।,xy=z
ছয়শত বাইশ এর সাথে বাইশ গুন করলে তের হাজার ছয়শত চুরাশি হবে।,xy=z
একশ বায়ান্নর বর্গমূলের মান বারো দশমিক তিন দুই আট,√x=y
ছয়শত তেইশ এর সাথে তেইশ গুন করলে চৌদ্দ হাজার তিনশত ঊনত্রিশ হবে ।,xy=z
একশ তেপ্পান্নর বর্গমূলের মান বারো দশমিক তিন ছয় নয়,√x=y
ছয়শত চব্বিশ এর সাথে চব্বিশ এর গুন করলে চৌদ্দ হাজার নয়শত ছিয়াত্তর হবে।,xy=z
একশ চুয়ান্নর বর্গমূলের মান বারো দশমিক চার শূন্য নয়,√x=y
একশ পঞ্চান্নর বর্গমূলের মান বারো দশমিক চার চার নয়,√x=y
ছয়শত পঁচিশ এর সাথে পঁচিশ গুন করলে পনের হাজার ছয়শত পঁচিশ হবে।,xy=z
ছয়শত ছাব্বিশ এর সাথে ছাব্বিশ গুন করলে ষোল হাজার দুইশত ছিয়াত্তর হবে।,xy=z
ছয়শত সাতাশ এর সাথে সাতাশ গুন করলে ষোল হাজার নয়শত ঊনত্রিশ হবে।,xy=z
ছয়সত আটাশ এর সাথে আটাশ গুন করলে সতের হাজার পাঁচ্শত চুরাশি হবে।,xy=z
একশ ছাপ্পান্নর বর্গমূলের মান বারো দশমিক চার আট নয়,√x=y
ছয়শত ঊনত্রিশ এর সাথে ঊনত্রিশ গুন করলে আঠারো হাজার দুইশত একচল্লিশ হবে,xy=z
একশ সাতান্নর বর্গমূলের মান বারো দশমিক পাঁচ দুই নয়,√x=y
ছয়শত ত্রিশ এর সাথে ত্রিশ গুন করলে আঠারো হাজার নয়শত হবে।,xy=z
একশ আটান্নর বর্গমূলের মান বারো দশমিক পাঁচ ছয় নয়,√x=y
ছয়শত একত্রিশ এর সাথে একত্রিশ এর গুন করলে ঊনিশ হাজার পাঁচ্শত একষট্রি হবে।,xy=z
একশ ঊনষাটের বর্গমূলের মান বারো দশমিক ছয় শূন্য নয়,√x=y
একশ ষাটের বর্গমূলের মান বারো দশমিক ছয় চার নয়,√x=y
একশ একষট্টির বর্গমূলের মান বারো দশমিক ছয় আট আট,√x=y
একশ বাষট্টির বর্গমূলের মান বারো দশমিক সাত দুই সাত,√x=y
একশ তেষট্টির বর্গমূলের মান বারো দশমিক সাত ছয় সাত,√x=y
একশ চৌষট্টির বর্গমূলের মান বারো দশমিক আট শূন্য ছয়,√x=y
একশ পঁয়ষট্টির বর্গমূলের মান বারো দশমিক আট চার পাঁচ,√x=y
